Id,Title,Body
427,Calling qplot with data.frames with string col names,"<p>I have a data.frame created with:</p>

<pre><code>d &lt;- data.frame(""name 1""=1, ""name 2""=2)
</code></pre>

<p>Calling <code>qplot(""name 1"", ""name 2"", data=d)</code> does not work, for obvious reasons. Is it possible to make it work using some mechanism? I've tried <code>as.name</code> but that also doesn't work.</p>
"
428,R aov formula error term: contradictory examples,"<p>I've seen two basic approaches to generic formulas for within-subjects designs in R/aov() (R = random, X = dependent, W? = within, B? = between):</p>

<pre><code>Pure within: 
    X ~ Error(R/W1*W2...)
or  
    X ~ (W1*W2...) + Error(R/(W1*W2...))

Mixed:
    X ~ B1*B2*... + Error(R/W1*W2...)
or  
    X ~ (B1*B2*...W1*W2...) + Error(R/(W1*W2...)+(B1*B2...))
</code></pre>

<p>That is, some advise never putting W factors outside the error term or B factors inside, while others put all (B, W) factors outside and inside, indicating in the error term which are nested within R.</p>

<p>Are these simply notational variants? Is there any reason to prefer one to the other as a default for performing ANOVA using aov()? </p>
"
429,How to map numpy arrays to one another?,"<p>I have two (A, B) boolean arrays of the same finite, but arbitrarily large, and only known at runtime shape and dimensions.</p>

<p>I want to calculate the value of a boolean function of corresponding elements in A and B and store them in C. At last I need a list of tuples where C is true.</p>

<p>How to get there?</p>

<p>I dont want to iterate over the single elements, because I dont know how many dimensions there are, there must be a better way.</p>

<pre><code>&gt;&gt;&gt; A = array([True, False, True, False, True, False]).reshape(2,3)
&gt;&gt;&gt; B = array([True, True, False, True, True, False]).reshape(2,3)
&gt;&gt;&gt; A == B
array([[ True, False, False],
       [False,  True,  True]], dtype=bool)
</code></pre>

<p>as wanted, but:</p>

<pre><code>&gt;&gt;&gt; A and B
Traceback (most recent call last):
  File ""&lt;stdin&gt;"", line 1, in &lt;module&gt;
ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
</code></pre>

<p>How do I get ""A and B""?</p>

<p>I tried ""map"", ""zip"", ""nditer"" and searched for other methods unsuccessfully.</p>

<p>As for the things with the tuples, I need something like ""argmax"" for booleans, but didn't find anything either.</p>

<p>Do you know somethign, that might help?</p>
"
430,Tuple Relational Calculus or Relational Algebra Syntax verifier?,"<p>Does anybody knows of a software package where you can type a formula and it verifies sintactically (it doesn't need to check semantics).</p>

<p>Thanks.</p>
"
431,R: Changing the names in a named vector,"<p>R's named vectors are incredibly handy, however, I want to combine two vectors which contain the estimates of coefficients and the standard errors for those estimates, and both vectors have the same names:</p>

<pre><code>&gt; coefficients_estimated
     y0         Xit  (Intercept) 
    1.1         2.2          3.3 

&gt; ses_estimated
     y0         Xit  (Intercept) 
    .04         .11         .007
</code></pre>

<p>This would be easy to solve if I knew what order the elements were in for sure, but this isn't guaranteed in my script, so I can't simply do <code>names(ses_estimated) &lt;- whatever</code>. All I want to do is add either ""coef"" or ""se"" to the end of each name, and to do this, I've come up with what I think is a pretty ugly hack:</p>

<pre><code>names(coefficients_estimated) &lt;- sapply(names(coefficients_estimated),
                                        function(name)return(paste(name,""coef"",sep=""""))
                                        )
names(ses_estimated) &lt;- sapply(names(ses_estimated),
                               function(name)return(paste(name,""se"",sep=""""))
                               )
</code></pre>

<p>Is there an idomatic way to do this? Or am I going to have to stick with what I've written?</p>
"
432,J programming Language vs R Programming Language vs Incanter,"<p>Has anyone tried both <a href=""http://www.jsoftware.com/"" rel=""nofollow"">J</a> programming language form jsoftware and <a href=""http://www.r-project.org/"" rel=""nofollow"">R</a> language. After some search I faced <a href=""http://incanter.org/"" rel=""nofollow"">incanter</a> which is based on clojure. I want to learn a statistical language for data analysis. Which one do you prefer? Why? </p>

<p>Please consider conditions below, thanks.</p>

<ul>
<li>productivity</li>
<li>performance</li>
<li>community</li>
<li>library</li>
<li>syntax</li>
</ul>
"
433,How to correctly edit strings using regular expressions & R?,"<p>I imported data from tab-delimited text files into a data.frame. Now I'd like to adjust and edit the contents of a column called C1. Regular expressions were recommended to me for this purpose. At first I used:  </p>

<pre><code>for (rn in 1:length(C1))
C1s &lt;- strsplit(as.character(C1[rn]), ""; "", fixed = TRUE)[[1]]
</code></pre>

<p>to separate individual entries on examples such as these:  </p>

<ul>
<li>[Zhang, Junling] China Agr Univ, Coll Resources &amp; Environm Sci, Beijing 100094, Peoples R China; [Zhang, Junling] Univ Hohenheim, Inst Plant Nutr, D-7000 Stuttgart, Germany; [George, Eckhard] Humboldt Univ, Inst Crop Sci, Dept Plant Nutr, D-14979 Grossbeeren, Germany; [George, Eckhard] Leibniz Inst Vegetable &amp; Ornamental Crops Theodor, D-14979 Grossbeeren, Germany  </li>
<li>UNIV DORTMUND,INST PHYS,D-44221 DORTMUND,GERMANY; HUMBOLDT UNIV,INST PHYS,D-15738 ZEUTHEN,GERMANY  </li>
<li>UNIV KEELE,DEPT CHEM,KEELE ST5 5BG,STAFFS,ENGLAND; MT SINAI HOSP,MT SINAI SCH MED,DR A A FISHBERG CTR NEUROBIOL,NEW YORK,NY 10029; HUMBOLDT UNIV BERLIN,CHARITE HOSP,DEPT PATHOL &amp; CLIN BIOCHEM,BERLIN,GERMANY  </li>
<li>NIFAD,MOLEC MICROBIOL LAB,BETHESDA,MD  </li>
</ul>

<p>Then I wanted to  </p>

<ul>
<li>set everything to upper case</li>
<li>replace the strings ""Humboldt...Germany"" with ""HUMBOLDT""   replace the strings ""England"", ""Scotland"", ""Wales"", and ""North Ireland"" with ""UNITED KINGDOM""</li>
<li>replace combination of U.S. state abbreviations and ZIP codes with ""USA""</li>
<li>replace U.S. state abbreviations with ""USA""</li>
</ul>

<p>In addition I wanted to delete everything but semicolons (including the spaces after them), the words directly in front of them, and the very last word from the examples above.<br>
I used  </p>

<pre><code>gsub('[.*\\] ', ''(toupper(C1s))  
</code></pre>

<p>and  </p>

<pre><code>gsub(',\\s*', ','(toupper(C1s))  
</code></pre>

<p>, e.g., but couldn't get it to work correctly.<br>
I'd like to get the following output:  </p>

<ul>
<li>PEOPLES R CHINA; GERMANY; HUMBOLDT; GERMANY  </li>
<li>GERMANY; HUMBOLDT  </li>
<li>UNITED KINGDOM; USA; HUMBOLDT  </li>
<li>USA  </li>
</ul>

<p>So my question is: How can I achieve the results I desire?<br>
Thank you very much in advance for your consideration!</p>

<p><strong>Update and additional problem</strong>  </p>

<p>Thanks to mrdwab's helpful reply and comments I made a lot of headway.  </p>

<p>Unfortunately, only now I realized that there also are addresses such as these with more than one author in square brackets. The algorithm proposed by mrdwab doesn't work correctly with these, unfortunately.  </p>

<pre><code>&gt; test = c(""[Bocquet, F. C.; Giovanelli, L.; Abel, M.; Porte, L.; Themlin, J. -M.] Aix Marseille Univ, Inst Mat Microelect &amp; Nanosci Prov IM2NP, F-13397 Marseille 20, France; [Bocquet, F. C.; Giovanelli, L.; Abel, M.; Porte, L.; Themlin, J. -M.] CNRS, Inst Mat Microelect &amp; Nanosci Prov IM2NP, UMR 6242, Marseille, France; [Amsalem, P.; Koch, N.] Humboldt Univ, Inst Phys, D-12489 Berlin, Germany; [Petaccia, L.; Topwal, D.; Gorovikov, S.; Goldoni, A.] Sincrotrone Trieste, I-34149 Trieste, Italy"")
</code></pre>

<p>This is the result I got:</p>

<pre><code>&gt; test
[1] ""[BOCQUET,  F. C."" ""GIOVANELLI,  L.""  ""ABEL,  M.""        ""PORTE,  L.""      
[5] ""FRANCE""           ""[BOCQUET,  F. C."" ""GIOVANELLI,  L.""  ""ABEL,  M.""       
[9] ""PORTE,  L.""       ""FRANCE""           ""[AMSALEM,  P.""    ""HUMBOLDT""        
[13] ""[PETACCIA,  L.""   ""TOPWAL,  D.""      ""GOROVIKOV,  S.""   ""ITALY"" 
</code></pre>

<p>This is the result I'd like to get instead:</p>

<pre><code>[1] ""FRANCE""; ""FRANCE""; ""HUMBOLDT""; ""ITALY""
</code></pre>

<p>I tried using this in order to delete each square bracket and its contents individually:</p>

<pre><code>C1s = gsub(""(.*)[(.*)]"", ""\\2"", C1s)
</code></pre>

<p>But instead of that everything between the first opening bracket and the last closing bracket was deleted ...
Maybe it'd work if I replaced all semicolons within square brackets by commas first? I tried</p>

<pre><code>C1s = gsub(""[(.*);(.*)]"", ""[(.*),(.*)]"", C1s)
</code></pre>

<p>to accomplish that, but it didn't work.<br>
So I'd appreciate your help in that regard!</p>

<p>In addition to that I'm still stuck at yet another obstacle which I just cannot seem to resolve on my own, unfortunately ...<br>
This is my current output:  </p>

<pre><code>&gt; C1s
[1] ""PEOPLES R CHINA"" ""GERMANY""         ""HUMBOLDT""         ""GERMANY""
[5] ""GERMANY""         ""HUMBOLDT""        ""UNITED KINGDOM""   ""USA""
[9] ""HUMBOLDT""        ""USA""
&gt; dims
[1] 4 2 3 1
&gt; is.list(C1)
[1] FALSE
&gt; is.vector(C1)
[1] TRUE
</code></pre>

<p>But how exactly can I use the information in <em>dims</em> to create this desired output?:  </p>

<pre><code>[1] ""PEOPLES R CHINA""; ""GERMANY""; ""HUMBOLDT""; ""GERMANY""
[2] ""GERMANY""; ""HUMBOLDT""
[3] ""UNITED KINGDOM""; ""USA""; ""HUMBOLDT""
[4] ""USA""
</code></pre>

<p>Thank you very much in advance for your support!</p>
"
434,R data frame: Assign weights based on frequency of occurrence of values,"<p>I would like to ask you for help with my data frame. It is a vector of many phases and for every one we have names of variables. Lets say </p>

<pre><code>vec&lt;-data.frame(phase1= c(""var1"",""var2"",""var3"",""var4"",""var5"",""var6""),     
                 phase2= c(""var1"",""var3"",""var4"",""var2"",""var6"",""var5""),    
                 phase3= c(""var4"",""var3"",""var2"",""var1"",""var6"",""var5""))

 vec
  phase1 phase2 phase3
1   var1   var1   var4
2   var2   var3   var3
3   var3   var4   var2
4   var4   var2   var1
5   var5   var6   var6
6   var6   var5   var5
</code></pre>

<p>Now, lets say we are interested for the first 3 rows and therefore the weight of variable in one of them is 1/3, zero otherwise. My function would ideally output sth like that:</p>

<pre><code>          phase1 phase2 phase3
   var1   0.33   0.33    0
   var2   0.33   0       0.33
   var3   0.33   0.33    0.33
   var4   0      0.33    0.33
   var5   0      0       0
   var6   0      0       0
</code></pre>

<p>The function should also be applicable for the first 4, 5 or all 6 rows (ie the weights will change then).
Regards,
Alex</p>
"
435,How to program a complex set of interrelations?,"<p>First, I'm sorry about the title, that was the best I could come up with.</p>

<p>What I mean is something like, a program that tells me that when A goes up, B goes down, which makes C go up, which increases the likelihood that D and E will go down, sending F straight up and so on.</p>

<p>A couple people told me to look into Linear Programming, but it doesn't sound right because I don't want to <em>find</em> an answer ('solve for x to find the best way to whatever'), I want to change the value of one metric and see the ripple effect across other, connected metrics. </p>

<p>For example, suppose I have a factory and I want to estimate the impact a raise for the workers of one sector will have. A raise of 10% will increase sector morale by X, sector productivity by Y and increase costs by Z. This will force us to raise the price of our product to P, if we want to maintain our profit of Q, which might get us out of some stores and actually decrease profit by R.</p>

<p>Now, a raise of 20% over 2 years will increase sector morale by A, sector productivity by B and increase costs by C, but will lower morale from other sectors by D, unless...</p>

<p>I think you can get the idea. What I want is to figure out how to program the underlying network that makes all that happen, based on any relevant input (for example, what would have to change if I wanted to increase sector productivity? I type in the new value for productivity and watch the appropriate connected values update by themselves). </p>

<p>If this is indeed the domain of Linear Programming, could someone provide examples or an explanation centered around that model? I'm having a hard time seeing it.</p>

<p>Thanks a lot.</p>
"
436,Calculating Euler's Number in C++,"<p><em>Write a program that calculates Euler’s number e. To do this, first write a function that takes a parameter n, and returns the result (1+1/n)<sup>n</sup>. The limit of this function approaches e as n approaches infinity. In your main program, write a loop that calls this function with increasing values of n. On each iteration, multiply n by 2 (if you just add 1 to n each time, the algorithm won' work) and stop when the your new approximation and your previous approximation differ by less than 1e-8. Now you have a pretty good estimate. So in main(), print your best approximation and the number n that generated it.</em></p>

<p>I have done everything up until the for-loop. I don't quite understand how am I supposed to stop for-loop after new and previous numbers are approximately the same. </p>

<p>Here is my function:</p>

<pre><code>double euler_finder(double n)
{
    return pow((1+1/n), n);
}
</code></pre>

<p>And here is my for-loop in the main method, where ??? is where I'm having a problem:</p>

<pre><code>for (int i=0; i&lt;????; i*=2) {

}
</code></pre>

<p>EDIT: The solution has been posted so here how it looks like:</p>

<pre><code>#include &lt;iostream&gt;
#include &lt;iomanip&gt;
#include &lt;cmath&gt;

using namespace std;

double euler(int n);

int main()
{
    int trialN = 4;

    double guess1, guess2;

    guess1 = euler(1);
    guess2 = euler(2);

    while(  abs(guess1-guess2) &gt; 1e-8 )
    {
        cout&lt;&lt; trialN &lt;&lt; "" "" &lt;&lt; guess2&lt;&lt;endl;
        guess1 = guess2;
        guess2 = euler( trialN );
        trialN*=2;
    }

    cout&lt;&lt;setprecision(8)&lt;&lt;""e is approximately ""&lt;&lt;guess2&lt;&lt;"" and we got it with a value of "";
    cout&lt;&lt;trialN&lt;&lt;"" for n"";

    return 0;
}

double euler(int n)
{
    return pow((1+1.0/n), n);
}
</code></pre>

<p><strong>Output:</strong></p>

<pre><code>4 2.25
8 2.44141
16 2.56578
32 2.63793
64 2.67699
128 2.69734
256 2.70774
512 2.71299
1024 2.71563
2048 2.71696
4096 2.71762
8192 2.71795
16384 2.71812
32768 2.7182
65536 2.71824
131072 2.71826
262144 2.71827
524288 2.71828
1048576 2.71828
2097152 2.71828
4194304 2.71828
8388608 2.71828
16777216 2.71828
33554432 2.71828
67108864 2.71828
134217728 2.71828
e is approximately 2.7182818 and we got it with a value of 268435456 for n
</code></pre>
"
437,Are there statistics to know how many times a given library has been downloaded from maven central repository?,"<p>I released a little library to maven central repository and I am curious to know if this library is used by somebody.</p>

<p>Is there a way to know this? Are there some published download statistics?</p>
"
438,Can coordinates of constructable points be represented exactly?,"<p>I'd like to write a program that lets users draw points, lines, and circles as though with a straightedge and compass. Then I want to be able to answer the question, ""are these three points collinear?"" To answer correctly, I need to avoid rounding error when calculating the points.</p>

<p>Is this possible? How can I represent the points in memory?</p>

<p>(I looked into some unusual numeric libraries, but I didn't find anything that claimed to offer both exact arithmetic and exact comparisons that are guaranteed to terminate.)</p>
"
439,Manipulating indices to 2d numpy array,"<p>I can index a 2d numpy array with a tuple or even a list of tuples</p>

<pre><code>a = numpy.array([[1,2],[3,4]])
i = [(0,1),(1,0)] # edit: bad example, should have taken [(0,1),(0,1)]
print a[i[0]], a[i]
</code></pre>

<p>(Gives <code>2 [2 3]</code>)</p>

<p>However, I can not manipulate the tuples with vector arithmetic, i.e.</p>

<pre><code>k = i[0]+i[1]
</code></pre>

<p>does not give the desired <code>(1,1)</code> but concatenates.</p>

<p>On the other hand using numpy arrays for the indices, the arithmetic works, but the indexing does not work.</p>

<pre><code>i = numpy.array(i)
k = i[0]+i[1]      # ok
print a[k]
</code></pre>

<p>gives the array <code>[[3 4], [3 4]]</code> instead of the desired <code>4</code>.</p>

<p><strong>Is there a way</strong> to <strong>do vector arithmetic on the indices</strong> but also be able <strong>to</strong> index a <strong>numpy array</strong> with them (without deriving a class from tuple and overloading all the operators)? </p>

<p><a href=""http://stackoverflow.com/questions/2016842/selecting-indices-for-a-2d-array-in-numpy"">This question</a> looked promising at first but I could not figure out if I can apply it to my situation.</p>

<p>Edit (comment on accepted answer):</p>

<p>... and working on arrays of indices then works as well using map</p>

<pre><code>arr = numpy.array([[1,2,3],[4,5,6],[7,8,9]])
ids = numpy.array([(0,1),(1,0)])
ids += (0,1) # shift all indices by 1 column
print arr[map(tuple,ids.T)]
</code></pre>

<p>(confusing to me why I need the transpose, though.
Would have run into this problem above as well,
and was just fortunate with [(0,1),(0,1)])</p>
"
440,Gradient Boost Decision Tree (GBDT) or Multiple Additive Regression Tree(MART): Calculating gradient/pseudo-response,"<p>I'm implementing MART from (<a href=""http://www-stat.stanford.edu/~jhf/ftp/trebst.pdf"" rel=""nofollow"">http://www-stat.stanford.edu/~jhf/ftp/trebst.pdf</a>) algorithm 5,
My algorithm ""works"" for say less data(3000 training data file, 22 features) and J=5,10,20 (# of leaf nodes) and T = 10, 20. It gives me good result (R-Precision is 0.30 to 0.5 for training) but when I try to run on some what large training data (70K records) it gives me runtime underflow error - which I think it should be - just don't know how workaround this problem?</p>

<p>Underflow err comes here, calculating gradient of cost (or pseudo-response):
<img src=""http://i.stack.imgur.com/USBV9.png"" alt=""enter image description here""></p>

<p>here y_i are {1,-1} labels so if I just try: 2/exp(5000) its overflow in denominator!</p>

<p>Just wondering if I can ""normalize"" this or ""threshold"" this, but then I'm using this pseudo-response in calculating ""label"" (gamma in that pdf), and then those gamma to calculate model scores. </p>
"
441,Where in Python can I find real_fft() these days? It's not in numpy.fft,"<p>I have some ancient code (5 years old) and how I used to access real_fft() method was this:</p>

<pre><code>from FFT import *
real_fft(data, fft_length)
</code></pre>

<p>I guess the FFT module came with NumPy. Now, years later I installed the NumPy 1.6.1 with</p>

<pre><code>pip install numpy
</code></pre>

<p>And all I see in the docs <a href=""http://www.scipy.org/Numpy_Functions_by_Category"" rel=""nofollow"">http://www.scipy.org/Numpy_Functions_by_Category</a>, are these functions:</p>

<p>fft()</p>

<p>fftfreq()</p>

<p>fftshift()</p>

<p>ifft()</p>

<p>It is strange, because in this numpy docs, real_fft() is there:</p>

<p><a href=""http://numpy.sourceforge.net/numdoc/HTML/numdoc.htm#pgfId-304711"" rel=""nofollow"">http://numpy.sourceforge.net/numdoc/HTML/numdoc.htm#pgfId-304711</a></p>
"
442,A proper vector similarity index,"<p>I'm trying to adjust cosine similarity to determine how similar two vectors are, with respect to entries. Since the obtained measure is invariant under vector scale {(0, 1, 2) and (0, 2, 4) have cosine similarity of 1}, what would be the way to extend the similarity measure to account for the initial vector scale? I thought of multiplying by min{|v1|, |v2|}/max{|v1|, |v2|}, with |v| denoting a vector v norm, to preserve the bounds of -1 and 1. Any suggestions are highly appreciated.</p>
"
443,Combining Multiple Identically-Named Columns in R,"<p>I'd like to combine multiple columns of a data frame in R. Given data that look something like this:</p>

<pre><code>names: 123   256   192   123   256
       1     2     8     2     3
       4     3     2     9     9
       8     7     1     3     8 
</code></pre>

<p>How would I sum the elements of the identically-named columns to produce a table like so:</p>

<pre><code>names: 123   256   192
       3     5     8
       13    12    2
       11    15    1
</code></pre>

<p>Thank you very much.</p>
"
444,Extract links from html table using R,"<p>I´m trying to extract the links from the following webpage <a href=""http://ipt.humboldt.org.co/"" rel=""nofollow"">http://ipt.humboldt.org.co/</a> that are of type ""Specimen"" using R. I can get R to get the table from the webpage using the following code:</p>

<pre><code>library(XML)
sitePage&lt;-htmlParse(""http://ipt.humboldt.org.co/"")
tableNodes&lt;-getNodeSet(sitePage,""//table"")
siteTable&lt;-readHTMLTable(tableNodes[[1]])
</code></pre>

<p>However the links are missing after I use the readHTML command. Anyone can help?</p>
"
445,Calculating the MSE for assessment,"<p>Let $X_1, \ldots, X_n \sim \mathcal{N}(\mu, \sigma^2)$ be the sample, when $\mu$, $\sigma$ are unknown.</p>

<p>We suggest assessment for $\sigma^2$: 
$$S^2 = \frac{\displaystyle\sum_{i=1}^n (X_i - \bar{X})^2}{n-1}$$</p>

<p>Now, I know this assesment is unbiased, so for calculating the MSE I have to calculate the expectation.</p>

<p>Any suggestions for this? I'm pretty stuck in this part.</p>
"
446,Precision issues in finding number of ways to represent a number as a sum of squares,"<p>I was trying this problem,  <a href=""http://www.spoj.pl/problems/TWOSQ/"" rel=""nofollow"">http://www.spoj.pl/problems/TWOSQ/</a> .  We have to find the number of different ways to express a number(as large as 10^15) as a sum of squares(without counting twice i.e 5^2 + 1^2 and 1^2 + 5^2 are the same). I have seen this task before and this was how I solved it earlier too. I keep getting Wrong Answer on the judge. Could some one tell me why? or suggest a differnt approach altogether. I have added comments as necessary for understanding . Thanks in advance!.</p>

<pre><code>#include&lt;cstdio&gt;
#include&lt;iostream&gt;
#include&lt;cmath&gt;
using namespace std;

int main()
{
long long X;
cin &gt;&gt; X;
const double EPS = 1e-6;
long long int count = 0;
// add EPS to avoid flooring x.99999 to x
for (int a = 0; a &lt;= sqrt(X/2) + EPS; a++)
{
    long long int b2 = X - a*a; // b^2
    long long int b = (long long int) (sqrt(b2) + EPS);
    if (abs(b - sqrt(b2)) &lt; EPS) // check b is an integer
        count++;
}
cout &lt;&lt; count &lt;&lt; endl;
</code></pre>

<p>}</p>
"
447,How do I set width of candles in candle chart using plot.xts?,"<p>I have simple OHLC data in and XTS </p>

<pre><code>SF &lt;- structure(c(1.064, 1.07, 1.071, 1.08, 1.08, 1.076, 1.078, 1.08,
1.08, 1.082, 1.081, 1.082, 1.074, 1.07, 1.073, 1.075, 1.081,
1.084, 1.092, 1.091, 1.097, 1.095, 1.099, 1.094, 1.096, 1.097,
1.096, 1.096, 1.097, 1.091, 1.078, 1.083, 1.088, 1.084, 1.081,
1.095, 1.096, 1.085, 1.074, 1.075, 1.073, 1.07, 1.068, 1.072,
1.084, 1.08, 1.081, 1.077, 1.081, 1.083, 1.084, 1.083, 1.082,
1.082, 1.075, 1.074, 1.075, 1.092, 1.086, 1.092, 1.093, 1.098,
1.102, 1.103, 1.099, 1.098, 1.1, 1.101, 1.098, 1.098, 1.1, 1.092,
1.084, 1.087, 1.088, 1.084, 1.096, 1.099, 1.097, 1.086, 1.078,
1.076, 1.076, 1.073, 1.064, 1.069, 1.071, 1.077, 1.075, 1.074,
1.078, 1.078, 1.08, 1.079, 1.078, 1.073, 1.068, 1.07, 1.069,
1.074, 1.08, 1.083, 1.089, 1.09, 1.096, 1.094, 1.092, 1.092,
1.094, 1.094, 1.09, 1.092, 1.088, 1.08, 1.076, 1.078, 1.081,
1.079, 1.08, 1.09, 1.084, 1.072, 1.073, 1.069, 1.066, 1.07, 1.067,
1.072, 1.08, 1.079, 1.076, 1.077, 1.08, 1.08, 1.082, 1.081, 1.081,
1.074, 1.072, 1.073, 1.074, 1.081, 1.084, 1.091, 1.092, 1.097,
1.097, 1.099, 1.095, 1.095, 1.097, 1.097, 1.096, 1.094, 1.091,
1.08, 1.083, 1.086, 1.083, 1.082, 1.095, 1.096, 1.086, 1.074,
1.075, 1.073, 1.071, 1.072), .Dim = c(42L, 4L), .Dimnames = list(
NULL, c(""Open"", ""High"", ""Low"", ""Close"")), index = structure(c(1353427200,
1353513600, 1353600000, 1353859200, 1353945600, 1354032000, 1354118400,
1354204800, 1354464000, 1354550400, 1354636800, 1354723200, 1354809600,
1355068800, 1355155200, 1355241600, 1355328000, 1355414400, 1355673600,
1355760000, 1355846400, 1355932800, 1356019200, 1356278400, 1356451200,
1356537600, 1356624000, 1356883200, 1357056000, 1357142400, 1357228800,
1357488000, 1357574400, 1357660800, 1357747200, 1357833600, 1358092800,
1358179200, 1358265600, 1358352000, 1358438400, 1358697600), tzone = """", tclass = c(""POSIXct"",
""POSIXt"")), .indexCLASS = c(""POSIXct"", ""POSIXt""), tclass = c(""POSIXct"",
""POSIXt""), .indexTZ = """", tzone = """", class = c(""xts"", ""zoo""))

plot.xts(SF, type='candles')
</code></pre>

<p>The candles are coming out very thin. How do I make them wider?</p>

<p>By looking into source code of plot.xts I see that xts internal function plot.ohlc.candles is called to plot OHLC data as candles, to which  ... is passed. H</p>

<pre><code>plot.ohlc.candles(x, bar.col = bar.col, candle.col = candle.col, 
            ...)
</code></pre>

<p>However, if I try to set argument width=0.5 in my plot.xts function call, I get warnings that width is not graphic parameter </p>

<pre><code>Warning messages:
1: In plot.window(...) : ""width"" is not a graphical parameter
2: In plot.xy(xy, type, ...) : ""width"" is not a graphical parameter
3: In axis(1, at = xycoords$x, labels = FALSE, col = ""#BBBBBB"", ...) :
  ""width"" is not a graphical parameter
4: In axis(1, at = xycoords$x[ep], labels = names(ep), las = 1, lwd = 1,  :
  ""width"" is not a graphical parameter
5: In axis(2, ...) : ""width"" is not a graphical parameter
6: In title(width = 0.5) : ""width"" is not a graphical parameter
There were 12 warnings (use warnings() to see them)
&gt; warnings()
Warning messages:
1: ""width"" is not a graphical parameter
2: ""width"" is not a graphical parameter
3: ""width"" is not a graphical parameter
4: ""width"" is not a graphical parameter
5: ""width"" is not a graphical parameter
6: ""width"" is not a graphical parameter
7: ""width"" is not a graphical parameter
8: ""width"" is not a graphical parameter
9: ""width"" is not a graphical parameter
10: ""width"" is not a graphical parameter
11: ""width"" is not a graphical parameter
12: ""width"" is not a graphical parameter
</code></pre>

<p>I am unable to use quantmod or xtsExtra since I am trying to plot two different plots (one timeseries and other normal XY line graph) side by side.</p>
"
448,bad value in calculation output,"<p>The following code outputs ""3"". I was expecting ""1"".</p>

<pre><code>echo $resultado.""\n""; // show 2
$valor = $resultado * ($resultado - 1 / 2);

echo $valor.""\n""; // show 3, and should be 1
</code></pre>

<p>Why does this happen?</p>
"
449,php income breakdown report problems,"<p>I have to create a report which breaksdown membership fees over the fiscal years.</p>

<p>Fiscal year starts on the 31 July
membership length is 1 or 2 years.</p>

<p>I would like to pro-rate the membership to determine how much of their dues belong in which fiscal year.</p>

<p>for example, a 1 year membership depending on when the member started, would span 2 fiscal years.</p>

<p>Ie 365 days, 50 days in fiscal year 1 and 315 in the second fiscal year. So the total would be (Dues/365) x 50 for year 1 and (Dues/365) year 2.</p>

<p>How could I reflect that in my report?</p>

<p>Thanks!</p>

<p>Edit:</p>

<p>this is an actual example form the current membership. Fiscal year is on the 31 of July</p>

<p>Member 1, dues $50, received 09/10/2009, days 730,
Breakdown Fy2010 20.82, fy2011 25.00, fy2012 4.18</p>
"
450,Looping Cox regression model over several predictor variables,"<p>I need to run cox regression model for several variables, so I want write a loop to realize it.
But it doesn't work anyway.
Below is my code used</p>

<pre><code>names(Gen) 
varlist &lt;- names(hsb2)[8:11]  ## get the variables i want to involve in loop
models &lt;- lapply(varlist, function(x) {
    coxph(substitute(Surv(Time, Status) ~ i, list(i = as.name(x))), data = Gen, ties=""efron"")
})
</code></pre>

<p>I got the error information as </p>

<pre><code>errors in terms.default(formula, special, data = data) : 
  no terms component nor attribute
</code></pre>

<p>Any one has the idea of how to solve this problem or how to write the codes?</p>
"
451,Discrete and Continuous Classifier on Sparse Data,"<p>I'm trying to classify an example, which contains discrete and continuous features. Also, the example represents sparse data, so even though the system may have been trained on 100 features, the example may only have 12.</p>

<p>What would be the best classifier algorithm to use to accomplish this? I've been looking at Bayes, Maxent, Decision Tree, and KNN, but I'm not sure any fit the bill exactly. The biggest sticking point I've found is that most implementations don't support sparse data sets <em>and</em> both discrete and continuous features. Can anyone recommend an algorithm  and implementation (preferably in Python) that fits these criteria?</p>

<p>Libraries I've looked at so far include:</p>

<ol>
<li><a href=""http://www.ailab.si/orange/"" rel=""nofollow"">Orange</a> (Mostly academic. Implementations not terribly efficient or practical.)</li>
<li><a href=""http://www.nltk.org/"" rel=""nofollow"">NLTK</a> (Also academic, although has a good Maxent implementation, but doesn't handle continuous features.)</li>
<li><a href=""http://www.cs.waikato.ac.nz/~ml/weka/"" rel=""nofollow"">Weka</a> (Still researching this. Seems to support a broad range of algorithms, but has poor documentation, so it's unclear what each implementation supports.)</li>
</ol>
"
